TITULO
69422
61127
59254
54904
54898
55377
55389
55385
56847
59737
55400
55451
73782
73770
73833
73767
76342
74603
69057
69074
74843
69431
96914
69456
66410
112509
143211
61091
63973
112600
59619
60013
59595
61762
61085
59529
59639
58667
58596
56846
59252
54646
54524
54914
63373
54068
102250
80406
79536
79543
102029
102031
74767
123164
96409
147034
115566
115548
147474
147471
115550
115556
93840
91138
141411
149434
106657
56848
69424
56842
54881
55401
55381
54896
96912
115262
63971
84244
84127
71833
71838
84120
68785
68752
68772
68774
68777
68781
68769
68750
68780
68744
68741
68742
68731
68732
68738
68735
68736
68730
68728
68746
68729
74425
149442
143435
56843
144915
142011
54518
149440
69452
144893
65847
142009
60011
139486
59617
71938
144913
56841
54065
55386
54530
84133
105204
66675
67288
66728
64681
80237
110627
76344
65763
113574
73765
149438
101986
150012
115263
69438
69458
113240
69426
144917
66404
66408
143620
141868
65561
90997
91177
110625
142016
142629
61853
110623
90835
90856
141098
59614
59531
59635
58685
89499
110595
137013
136681
136683
136343
139441
59244
108327
108325
136340
136406
91136
55398
55399
61855
102248
102154
69420
112889
59673
59246
56840
54916
54912
59731
76228
74799
76268
76311
76313
89988
55393
69454
90984
59621
55395
91123
88867
90275
59250
58687
87757
89930
89515
90837
90490
105273
54528
54073
81811
141409
82355
139279
139281
139275
139283
103833
103110
139277
73088
73524
76405
71555
71543
71533
71665
71764
71565
71657
71774
72540
72807
74306
72632
74322
72652
72518
72528
72664
68421
72809
60672
79941
79942
79947
73522
73580
142082
79943
79944
79945
79946
79948
79949
73075
111733
111736
138832
139287
138829
138834
103835
105231
55449
69440
103831
138418
136677
81789
54919
54884
73763
73831
96916
115265
112505
112515
143954
112647
112517
141866
93842
113580
115546
96918
145245
112520
142013
144891
63975
59759
59593
141615
60030
56839
54063
55445
54531
149426
149428
108323
55441
146918
55447
84137
131478
131380
131472
131013
80247
146920
63375
135159
131474
80241
122232
106608
105198
80404
80117
96103
96378
94052
115544
69461
60039
58201
122211
80253
69414
95005
113578
59883
79534
79541
102027
123170
121723
149436
60178
61828
76174
77175
69445
91614
58203
55453
69448
90769
91616
61760
61663
136235
84139
131011
102446
136238
55438
131790
105200
80243
94054
122230
131476
102444
76178
112330
110629
76317
89505
131992
80251
74441
147462
136241
131079
105202
112328
131032
61123
61149
136243
61139
56845
131483
76158
76315
146924
146941
146980
147496
69434
149432
93844
76165
60538
90763
59248
136399
106475
106469
146970
147479
59533
